index,Sample,index_laser,index_sample,Spot Size (µm),Time (s),29Si,29Si 2sigma,31P,31P 2sigma,49Ti,49Ti 2sigma,89Y,89Y 2sigma,90Zr,90Zr 2sigma,91Zr,91Zr 2sigma,140Ce,140Ce 2sigma,146Nd,146Nd 2sigma,147Sm,147Sm 2sigma,151Eu,151Eu 2sigma,157Gd,157Gd 2sigma,159Tb,159Tb 2sigma,163Dy,163Dy 2sigma,165Ho,165Ho 2sigma,167Er,167Er 2sigma,169Tm,169Tm 2sigma,172Yb,172Yb 2sigma,175Lu,175Lu 2sigma,202Hg,202Hg 2sigma,204Pb,204Pb 2sigma,206Pb,206Pb 2sigma,207Pb,207Pb 2sigma,208Pb,208Pb 2sigma,232Th,232Th 2sigma,238U,238U 2sigma,206Pb/238U,206Pb/238U 2sigma,207Pb/206Pb,207Pb/206Pb 2sigma,207Pb/235U(calc),207Pb/235U(calc) 2sigma,208Pb/206Pb,208Pb/206Pb 2sigma,238U/206Pb,238U/206Pb 2sigma,Rho: 207/206 vs 238/206,206Pb/238U Age (Ma),206Pb/238U Age (Ma) 2sigma,207Pb/206Pb Age (Ma),207Pb/206Pb Age (Ma) 2sigma,207Pb/235U(calc) Age (Ma),207Pb/235U(calc) Age (Ma) 2sigma,238U/206Pb Age (Ma),238U/206Pb Age (Ma) 2sigma,Discordance (%),empty,238U/206Pb,238U/206Pb 2sigma,207Pb/206Pb,207Pb/206Pb 2sigma,Rho: 207/206 vs 238/206,C,O,207Pb/235U(calc) Age (Ma),206Pb/238U Age (Ma),Time (s)
124,G_GSD_1G,235,217,30,25,263273.0481,32802.9726,982.0268127,305.6652161,7394.116844,914.6534167,41.62432222,5.110153557,39.34199452,4.795401395,42,5.157794337,41.31462136,4.89547175,44.70118553,5.31701256,48.66415804,6.042866606,41.18106385,5.138940083,50.53966759,6.357699099,47.83440535,5.835227096,52.66575038,6.554874584,50.26846901,6.358439484,40.77013979,5.351519175,50.50960394,6.306547115,51.81391103,6.314916994,52.6409575,6.370943581,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,48.92025291,6.231293482,55.45707687,6.719185276,48.59540516,5.908239298,50.6126251,6.107836225,45.62093609,5.136466101,41.78337428,4.829724973,0.342758765,0.005292291,0.796701127,0.019899259,37.81817551,0.94749145,2.440089598,0.272342132,2.925412557,0.041865379,0.41665429,1899.921779,29.33532417,4915.217135,122.7677166,3715.173981,93.07946605,1895.471593,27.12596411,48.86048975,,2.925412557,0.041865379,0.796701127,0.019899259,0.41665429,,,3715.173981,1899.921779,25
125,G_GSD_1G,236,218,16,25,307263.5732,48279.30593,1184.490363,399.2880507,7784.384311,1208.731418,42.10873425,6.770570007,44.21339624,6.895463939,42,6.537509091,42.7148773,6.607462412,47.48322537,7.912204112,50.27451968,8.087560481,41.41416896,6.70681994,51.05392359,8.624725571,48.39644093,7.369969242,52.62359178,8.184566313,51.46095765,8.227341603,39.91989239,6.538163088,50.32256326,7.819103527,53.59233733,8.400014339,53.54681684,8.016204345,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,47.3323727,12.53086166,62.94260072,9.635038955,55.30609548,8.429328713,58.11026961,9.146634873,46.10103735,6.375274213,45.37770893,6.595939913,0.325795076,0.009199332,0.798278297,0.024638703,35.88191631,1.543737444,2.464856017,0.277772207,3.102449722,0.082126754,0.284263686,1817.962707,51.33301282,4918.034475,151.7941677,3663.219645,157.6016532,1801.072634,47.67724313,50.37254429,,3.102449722,0.082126754,0.798278297,0.024638703,0.284263686,,,3663.219645,1817.962707,25
126,G_NIST610_Jochum,237,219,30,25,319148.6331,25783.54752,402.8710367,118.8067363,449.1511298,35.72385137,465.08831,35.9516825,449.8076995,32.29777536,448,31.17691454,452.8391163,31.83961877,433.3210011,30.60338862,457.0667848,35.75154377,452.7077245,36.59481387,454.6392716,37.14483456,446.7475657,34.61559922,442.6084779,35.12383943,454.1187659,38.2028095,460.6742592,40.94131197,444.7445819,36.32309065,451.7969237,33.83505726,446.2411971,33.77334212,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,425.1316353,30.11628808,417.0490987,31.75009167,417.6137533,32.03213685,418.2100753,31.55960649,459.296393,28.35634891,455.4281758,30.56939823,0.236402711,0.003327942,0.910553116,0.020549696,29.80147388,0.736727093,2.681827189,0.298354344,4.239469313,0.056516098,0.071870087,1367.964338,19.25742112,5104.718278,115.2051533,3480.289411,86.03680173,1365.231026,18.19980864,60.69394878,,4.239469313,0.056516098,0.910553116,0.020549696,0.071870087,,,3480.289411,1367.964338,25
127,G_NIST610_Jochum,238,220,16,25,338023.1251,27308.3899,450.3500335,132.8083005,464.2507182,36.92481785,461.65329,35.68615283,453.6397645,32.57293111,448,31.17691454,460.6950483,32.39197803,432.3412812,30.53419569,455.599177,35.6367482,451.766463,36.51872661,451.4374883,36.88324318,433.9677451,33.62537301,445.3047927,35.33780942,445.8006126,37.5030436,454.0705335,40.35442181,437.0806983,35.69716748,451.6857932,33.8267347,437.9087909,33.14271185,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,435.9490582,30.88259338,437.9750377,33.34319062,437.0579971,33.52356445,440.3445812,33.22995433,460.8615644,28.45298051,473.1272047,31.75739821,0.21846889,0.005101033,0.907163273,0.021766143,27.35382652,1.102536768,2.687446694,0.299392982,4.615186498,0.100550815,0.21261742,1273.775675,29.74140639,5099.447828,122.3542825,3396.215127,136.8895151,1264.283108,27.54486661,62.49425824,,4.615186498,0.100550815,0.907163273,0.021766143,0.21261742,,,3396.215127,1273.775675,25
128,Z_Plesovice,255,235,30,25,136632.6069,9784.501542,552.1823252,162.2775294,75.73639716,5.617757764,621.0973516,41.47428078,439504.3342,26594.24094,431400,24676.41845,2.26853282,0.155638237,2.186610391,0.187165966,3.897545652,0.336601448,1.017843461,0.094600461,15.66234005,1.181049797,5.58025866,0.383659959,61.72730868,4.365651759,17.19340508,1.29897089,66.07493059,5.340050756,10.87008455,0.805342145,78.44420969,5.111312177,11.22116121,0.753209241,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.162,0.932757131,136.8546044,9.045889578,7.961735977,0.54959481,2.038375408,0.145824473,66.93346193,3.186232424,696.8055643,37.86990496,0.050766436,0.00052635,0.052895331,0.001447624,0.372144928,0.010171631,0.039827383,0.00455356,19.70307099,0.186064254,0.263505529,319.2243892,3.309740278,323.2958186,8.847862928,321.2420173,8.780330166,319.1450881,3.013819153,0.628071055,,19.70307099,0.186064254,0.052895331,0.001447624,0.263505529,,,321.2420173,319.2243892,25
129,Z_Plesovice,256,236,30,25,137449.8666,9789.793625,531.4851201,156.2886429,72.34485754,6.042530102,651.8588517,43.36986754,439167.5903,26456.2844,431400,24676.41845,2.986266346,0.220729541,2.978581297,0.237005191,4.78172447,0.404408103,1.196274984,0.104631662,18.20010265,1.363359678,6.255271366,0.429784816,68.06177193,4.796415671,18.83253695,1.423683899,69.53927612,5.636840144,11.32951182,0.836208869,78.72411336,5.116332731,11.23794667,0.747159086,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.153,0.705729745,160.7747466,10.57381672,9.534308705,0.652137909,2.757305157,0.186471441,91.66318178,4.374865833,816.8576369,44.25754142,0.050902925,0.000527765,0.05392251,0.001480583,0.380275625,0.010502864,0.045864841,0.005181901,19.63926818,0.185062392,0.077326627,320.0616904,3.318421475,366.8086598,10.0716882,327.2409534,9.03809509,320.1565803,3.016861022,2.193876667,,19.63926818,0.185062392,0.05392251,0.001480583,0.077326627,,,327.2409534,320.0616904,25
130,Z_Plesovice,257,237,16,25,154816.5966,11655.84043,658.3439738,195.853604,83.55677176,7.447152867,609.5532037,40.99078991,435335.7888,26614.91625,431400,24676.41845,2.214760533,0.19108431,2.398921474,0.320836599,4.406422987,0.600900574,1.118194245,0.139978416,16.37038827,1.418343978,5.866216125,0.428155171,66.61347236,4.880728181,17.99882624,1.428640215,68.28353764,5.804245957,11.26816936,0.872855963,78.8155728,5.38793954,11.38420631,0.812733196,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.680,3.136435268,162.5966438,11.11470519,9.379361114,0.707371136,2.400797923,0.202297362,70.4111291,3.381620653,712.926291,39.02955024,0.054254984,0.000913162,0.052443477,0.001974777,0.393318443,0.019290677,0.039475437,0.004777936,18.49406427,0.269782612,0.090150151,340.5909962,5.732461283,303.7772375,11.43883266,336.7906966,16.51821953,339.4683621,4.952002981,-1.128386144,,18.49406427,0.269782612,0.052443477,0.001974777,0.090150151,,,336.7906966,340.5909962,25
131,Z_Plesovice,258,238,16,25,157518.8233,11576.99544,550.7822821,165.8123721,76.55779066,6.499629866,518.4026794,35.3460614,437608.3912,26762.35333,431400,24676.41845,1.999141981,0.171336719,1.993745484,0.299890944,3.501504121,0.442050618,0.917744198,0.135423304,13.64897005,1.288075485,4.840831279,0.379910232,55.12493177,4.18813351,14.89961806,1.181099888,59.48557418,5.056024226,9.98161179,0.786369249,68.33794254,4.898645195,10.0318809,0.744013657,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.826,3.631263538,144.2317668,9.683311386,8.535605136,0.638358893,2.089018405,0.163969904,60.76562433,3.033774374,640.2035971,35.09034332,0.05351953,0.000898923,0.053833959,0.002185118,0.398770414,0.02011812,0.038750326,0.004654897,18.73770593,0.277108979,0.271372741,336.0923824,5.645063606,363.1033407,14.73835131,340.7560773,17.19127441,335.1671141,4.956733602,1.368631478,,18.73770593,0.277108979,0.053833959,0.002185118,0.271372741,,,340.7560773,336.0923824,25
132,91500_30 µm - 17,259,239,30,25,127577.3041,7631.629124,15.88568836,9.665405801,3.678101897,0.442023877,112.4961059,11.17206,437097.923,43325.06109,431400,41183.65321,2.117753785,0.092005899,0.181460735,0.043862526,0.312154882,0.060564562,0.15906493,0.028551691,1.753759931,0.141640309,0.656758671,0.067301356,8.505449633,0.418771619,3.657585546,0.339093515,20.12449116,0.915953535,4.854345326,0.453860571,49.70136854,1.974912198,10.13897697,0.45482898,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.423,1.28745236,40.19828565,3.875292831,3.772232591,0.374144355,2.177935255,0.213170571,20.66147688,2.112643028,62.39122664,6.538063435,0.179378266,0.002072836,0.075392068,0.00243582,1.874042405,0.06002369,0.132844965,0.015076633,5.575234703,0.059733672,0.057012975,1063.573866,12.2903078,1078.077516,34.83128916,1071.959884,34.33379505,1063.499423,11.39444877,0.782306991,,5.575234703,0.059733672,0.075392068,0.00243582,0.057012975,,,1071.959884,1063.573866,25
133,91500_30 µm - 18,260,240,30,25,126606.1456,7612.274395,<10.319,6.291325073,4.317489946,0.541357861,113.03382,11.21575378,433476.0164,42909.81297,431400,41183.65321,2.123881576,0.093617778,0.141447644,0.036405569,0.299990971,0.059461057,0.157427179,0.029021779,1.737677467,0.140590735,0.62725376,0.064648913,8.344574745,0.442801613,3.645206116,0.341971283,20.61552195,0.984229768,4.701794117,0.444342509,50.07114882,2.064499412,10.23854533,0.46699266,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.417,1.311366764,39.76346913,3.821418485,3.699251456,0.365781645,2.141030507,0.209140529,20.5379044,2.103022733,61.79640292,6.476515841,0.179469093,0.0022815,0.074632958,0.002465919,1.852627284,0.06011893,0.131854501,0.015040175,5.577640668,0.062928757,0.26286755,1064.070302,13.52698605,1057.735556,34.9482296,1064.365712,34.53934218,1063.076503,11.99397498,0.027754595,,5.577640668,0.062928757,0.074632958,0.002465919,0.26286755,,,1064.365712,1064.070302,25
134,91500_16 µm - 17,261,241,16,25,127557.9532,8830.74203,<45.718,40.08541642,3.871426561,0.935542183,173.3227204,17.94407446,438723.2357,44392.53984,431400,41183.65321,1.87876082,0.155614761,0.328112769,0.121025681,0.579547361,0.158479348,0.298609198,0.068903529,2.81364003,0.348783907,1.058453631,0.126275213,13.96087221,1.127894038,5.626546842,0.577748477,30.3062276,1.864419928,7.194589455,0.734193347,72.9382312,4.021182783,15.09248998,0.887915915,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.733,2.111383711,39.06298131,3.940418245,3.73807848,0.405970031,2.26739666,0.24143516,21.65400509,2.297970385,58.03528216,6.306232179,0.179704861,0.003775771,0.076877497,0.003819425,1.907068614,0.109944477,0.142294642,0.01692253,5.590363291,0.10204877,0.172811535,1065.358766,22.38420828,1117.123467,55.50089053,1083.561329,62.46843089,1060.845714,19.36511002,1.679883041,,5.590363291,0.10204877,0.076877497,0.003819425,0.172811535,,,1083.561329,1065.358766,25
135,91500_16 µm - 18,262,242,16,25,125095.516,8531.104724,<43.726,45.26922579,3.527919329,0.948005941,168.0014649,17.3915377,427104.0248,43292.7087,431400,41183.65321,1.703592531,0.141620007,0.30894922,0.101947165,0.606245819,0.176680108,0.341716307,0.077042962,3.120046595,0.414778652,1.017952636,0.12179579,13.46133735,0.968891375,5.534560998,0.57362504,30.54685228,1.989580371,7.149267058,0.728250293,71.76744268,3.843026149,14.58604354,0.832530061,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.644,1.181676817,35.70335014,3.64963153,3.294851379,0.374927904,2.139830953,0.237539954,19.97346796,2.111340494,53.94570564,5.850435094,0.175699916,0.003758921,0.074232697,0.004302478,1.80489388,0.117018161,0.147381258,0.01784921,5.714165265,0.106195302,0.084666325,1043.436861,22.32326952,1046.900935,60.67768407,1047.231408,67.89601005,1039.618298,19.32085856,0.362340819,,5.714165265,0.106195302,0.074232697,0.004302478,0.084666325,,,1047.231408,1043.436861,25
136,Z_GJ1,263,243,30,25,134483.9407,9626.378722,19.55118087,11.03914694,3.103069749,0.445936762,195.2881156,13.02455432,439075.0408,26464.09392,431400,24689.38289,12.69321637,0.751454964,0.445195847,0.066914771,1.112093206,0.130930687,0.766927005,0.074186896,5.134017787,0.443819426,1.377098683,0.105642841,15.03517788,1.110557318,5.170023468,0.408453251,24.60127672,2.039813536,5.023585713,0.378200768,47.78177457,3.167354559,10.24613987,0.680338262,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.265,1.178525078,94.78851753,6.257853034,6.27792375,0.433483962,0.36594486,0.031578578,7.310376134,0.35584467,250.5766538,13.58341454,0.097889681,0.000877252,0.06023098,0.00130739,0.816775905,0.017910189,0.010327208,0.001142994,10.21916396,0.08025184,0.11442714,602.0278909,5.39515663,610.9181497,13.260756,606.2481938,13.29375633,601.8263864,4.726186525,0.696134513,,10.21916396,0.08025184,0.06023098,0.00130739,0.11442714,,,606.2481938,602.0278909,25
137,Z_GJ1,264,244,30,25,137190.1628,9775.080793,22.82573555,10.15956273,2.839497269,0.476328912,195.8588834,13.11997162,440781.2021,26593.33364,431400,24689.38289,12.86647808,0.769480711,0.434618996,0.070460277,1.037588103,0.123644738,0.674616436,0.066517928,5.240948662,0.43497543,1.425943197,0.105586073,15.70088188,1.16429092,5.242812389,0.410139515,24.460326,2.036611329,5.050190279,0.378862105,48.40070318,3.22723517,10.33758161,0.691157566,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.479,0.987047968,95.42642831,6.295239893,6.26747451,0.426977324,0.405179848,0.035978765,7.264984897,0.355019621,251.4515164,13.63654277,0.098066947,0.000878841,0.05977638,0.001297522,0.811853615,0.017802254,0.011378727,0.001259374,10.19617898,0.080071338,0.104287705,603.0686479,5.404483519,594.5224477,12.90486642,603.4934271,13.23335005,603.1215344,4.736357417,0.070386709,,10.19617898,0.080071338,0.05977638,0.001297522,0.104287705,,,603.4934271,603.0686479,25
138,Z_GJ1,265,245,16,25,151490.0959,11410.81889,<55.358,34.29670553,3.199663899,0.995781797,194.2401055,13.18507788,438469.5389,26679.08612,431400,24690.82873,13.63888918,0.887080604,0.457719364,0.131036941,1.076125089,0.224277053,0.666469947,0.104502275,5.116171601,0.609997831,1.48062368,0.140003225,15.04578145,1.387007939,5.196289947,0.459465754,23.92740628,2.231355268,4.913461355,0.419103456,45.77476927,3.352342706,9.995570516,0.736867039,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.554,3.028907865,103.7892813,7.115045941,6.876974308,0.534992587,0.436742609,0.06062208,7.567898838,0.397674689,251.2097984,13.87474539,0.09814969,0.001443766,0.060243176,0.001307655,0.818777537,0.030718024,0.011251531,0.001245296,10.22531492,0.127229157,0.198351997,603.5543837,8.878186615,611.3556955,13.27025349,607.3662761,22.78652167,601.4807381,7.483963858,0.627610146,,10.22531492,0.127229157,0.060243176,0.001307655,0.198351997,,,607.3662761,603.5543837,25
139,Z_GJ1,266,246,16,25,151456.8441,11094.60502,<46.510,48.06238185,3.639188007,0.981887088,198.068887,13.36583043,439475.7898,26755.17101,431400,24689.38289,13.44949664,0.842859655,0.420614011,0.134779713,0.878286525,0.198552161,0.783321587,0.112943186,5.005854362,0.565694272,1.475500724,0.133291952,16.02471565,1.392000142,5.135997192,0.454663202,24.46449041,2.269450013,4.811081582,0.417824855,49.69381827,3.531746874,10.39513417,0.776589367,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.606,2.993679686,103.2659764,7.001963508,6.511808843,0.498406985,0.509108111,0.057403977,7.75941816,0.40815702,254.307613,13.95198384,0.096452847,0.001418806,0.057353253,0.002425128,0.765901935,0.040454267,0.013190865,0.001459938,10.40019751,0.16140729,-0.03008682,593.5858169,8.731550621,504.1601854,21.31793651,577.4094038,30.49825733,591.8169189,9.184783761,-2.801549992,,10.40019751,0.16140729,0.057353253,0.002425128,-0.03008682,,,577.4094038,593.5858169,25
140,G_GSD_1G,267,247,30,25,262161.1375,32498.02267,961.8188736,298.306664,7482.573406,921.8363006,41.99783183,5.137699296,40.6256398,4.856614927,42,5.14936583,41.30086119,4.86007206,44.79641533,5.33319777,48.27038859,5.970732744,41.19127241,5.125955862,50.5967252,6.363892836,47.92355301,5.845447103,54.09851717,6.730115828,49.51705669,6.26298011,40.70684769,5.342505129,50.75134869,6.335900566,51.67664748,6.297274645,52.00005326,6.292796713,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,45.25331179,5.868104708,54.66639337,6.622660142,48.42187683,5.889740285,50.0960766,6.043176024,45.18281751,5.084855349,41.67539084,4.815130611,0.338391188,0.004618357,0.806328181,0.019978447,37.79050278,0.967410417,2.454158714,0.273849548,2.953735516,0.03750073,0.144494389,1878.919488,25.64345765,4932.32254,122.2084854,3714.449875,95.08731657,1879.705301,23.86480443,49.41594178,,2.953735516,0.03750073,0.806328181,0.019978447,0.144494389,,,3714.449875,1878.919488,25
141,G_GSD_1G,268,248,16,25,297083.2021,41923.37006,1125.958396,363.2955648,7724.154323,1087.759112,42.70646769,6.124304304,42.57058595,6.35095863,42,6.52530378,43.14060029,5.891078378,46.61608078,6.549989846,48.17422486,7.089705416,41.72899967,5.969000039,50.59689274,7.409711489,48.08640513,6.7324515,51.79886878,7.557182303,49.50089371,7.152647088,38.75690627,5.950394009,50.29134605,7.192364556,51.92024669,7.487125162,51.65500051,7.216640802,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,53.84622977,10.90530956,61.73629131,8.587254073,54.37823131,7.591919901,56.73297617,7.859288858,45.33761819,5.965314757,45.01212363,6.031917922,0.32500209,0.008614873,0.801118623,0.02468098,35.98705366,1.544902767,2.458721712,0.277064491,3.106959147,0.074747585,0.3842864,1814.105827,48.08674331,4923.093318,151.6713779,3666.110027,157.3839186,1798.791577,43.27553749,50.51687447,,3.106959147,0.074747585,0.801118623,0.02468098,0.3842864,,,3666.110027,1814.105827,25
142,G_NIST610_Jochum,269,249,30,25,317918.5847,25684.17372,377.3030257,111.2667256,446.5683344,35.51842519,467.1866828,36.11388833,449.0340559,32.24222503,448,31.17691454,451.7115142,31.76033582,430.4348437,30.39955314,451.7976303,35.33939304,446.8144194,36.11842614,453.0251582,37.01295863,443.6864,34.37840915,438.1220889,34.76781551,453.2895686,38.13305315,456.0079993,40.5266094,440.9197772,36.01071196,453.712624,33.978524,447.5901676,33.87543767,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,422.3351834,29.91818767,415.4661478,31.62958107,417.212389,32.00135109,415.9903715,31.39209982,458.5182481,28.30830728,453.5107596,30.44069679,0.236330944,0.003319261,0.913336784,0.020620281,29.92941599,0.746183901,2.679823846,0.298131471,4.233042641,0.056221799,-0.103536491,1367.590144,19.2077597,5109.030736,115.3458936,3484.498339,86.87361505,1367.098696,18.15732919,60.75216544,,4.233042641,0.056221799,0.913336784,0.020620281,-0.103536491,,,3484.498339,1367.590144,25
143,G_NIST610_Jochum,270,250,16,25,335998.6059,27144.83197,354.7618046,104.6193157,459.671809,36.56062802,459.5457403,35.52323762,446.4147335,32.05414846,448,31.17691454,452.4134775,31.80969164,424.3592285,29.97046151,454.0755435,35.51757031,444.757606,35.95216279,442.9813041,36.19235794,427.9760816,33.16111749,431.9066735,34.27458219,445.2797175,37.45922322,449.6748384,39.96376503,428.5430482,34.99988223,444.0642721,33.25595922,430.1903648,32.55855009,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,428.0043377,30.31979007,433.7180002,33.01910089,433.716078,33.26722996,432.991726,32.67508196,453.7007234,28.0108797,467.3855651,31.372006,0.219180732,0.004961864,0.909509703,0.022084393,27.49470215,1.104872727,2.671016364,0.297752647,4.598572533,0.095186468,0.198136865,1277.540626,28.9212583,5103.098223,123.9116287,3401.247554,136.6789005,1268.429432,26.25539043,62.43905785,,4.598572533,0.095186468,0.909509703,0.022084393,0.198136865,,,3401.247554,1277.540626,25
144,Z_Plesovice,287,263,30,25,137126.5679,9781.823888,670.3879745,196.7747085,83.6375631,6.138036702,744.2605752,49.64255152,442358.0364,26577.25475,431400,24676.41845,3.263804368,0.233425633,3.034172003,0.271408714,5.018859758,0.406794243,1.236841497,0.108792043,19.27109468,1.440224507,7.004417107,0.47758747,75.55869843,5.323067118,21.25024987,1.605243655,80.18842142,6.488234993,13.43345819,0.97611857,93.63431095,6.112495757,13.4086585,0.885878893,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.397,1.049880011,161.2521967,10.5864668,9.439740212,0.635128619,2.57441191,0.175545734,82.4700194,3.918203189,816.7902827,44.25331722,0.051054451,0.000534626,0.053252412,0.001435848,0.376460232,0.010214049,0.042722807,0.004831267,19.59476914,0.186063417,0.129294995,320.9911081,3.361319923,338.5556037,9.128492501,324.4303193,8.80238312,320.8658463,3.046802719,1.060076979,,19.59476914,0.186063417,0.053252412,0.001435848,0.129294995,,,324.4303193,320.9911081,25
145,Z_Plesovice,288,264,30,25,138080.9679,9839.086292,481.6620967,141.4916944,60.00214211,4.577224116,641.9832764,42.9348531,440694.5605,26604.00327,431400,24676.41845,5.042543744,1.227586284,3.785685203,0.450529852,4.931383921,0.423268212,1.305143542,0.114705621,18.59816879,1.408788897,6.427989219,0.437352828,67.80850629,4.754622899,18.3558894,1.391616922,67.75904294,5.491707935,11.07472943,0.812827157,78.75708629,5.100595216,10.96702948,0.734661487,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.482,1.209105366,165.4012421,10.86762062,9.991250767,0.674475084,3.302053443,0.22309354,99.93980932,4.760201102,842.6468556,45.67021076,0.050775015,0.000527377,0.054999541,0.00144535,0.38689585,0.010228965,0.053473773,0.006038927,19.69251133,0.185564107,0.375643361,319.2770232,3.316187559,411.2062749,10.80621806,332.0994007,8.780225979,319.3120531,3.008902974,3.861005906,,19.69251133,0.185564107,0.054999541,0.00144535,0.375643361,,,332.0994007,319.2770232,25
146,Z_Plesovice,289,265,16,25,152866.2496,11354.56746,610.5103021,182.7098388,80.38752249,6.807802111,575.1197491,38.83485821,441359.0362,27104.47972,431400,24676.41845,2.195472361,0.223005583,2.279058574,0.313624203,3.636950792,0.461449844,0.942104096,0.127142769,15.62755364,1.426808356,5.513418273,0.409516883,63.23661147,4.6554131,17.20501342,1.373581924,64.02109363,5.402578324,10.42605,0.829316263,76.18753206,5.213595055,10.99766697,0.788661312,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.726,3.025403581,156.6920649,10.58457923,9.111069386,0.679517088,2.274228965,0.181252093,66.44975876,3.182585526,688.2388516,37.59200946,0.054135642,0.000929151,0.052885895,0.002094352,0.395522306,0.019804896,0.038827379,0.004644477,18.53640589,0.27248028,0.147519997,339.8612174,5.833167075,322.8906111,12.78689912,338.3954968,16.94439841,338.7129537,4.978991136,-0.433138325,,18.53640589,0.27248028,0.052885895,0.002094352,0.147519997,,,338.3954968,339.8612174,25
147,Z_Plesovice,290,266,16,25,151860.1258,11137.87843,653.0561299,194.5972724,86.02546169,8.012687276,652.6346541,44.18516616,439626.2173,27005.89731,431400,24676.41845,2.361111766,0.195815829,2.659208903,0.392826917,4.375002011,0.53179269,1.10997421,0.141486497,17.88214867,1.572990108,6.347235568,0.491278573,68.77279024,5.139950747,19.57506656,1.536254953,74.47437331,6.368463847,12.30020735,0.949638542,86.42716928,6.041083778,12.17447416,0.904339988,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<4.578,3.291981632,173.7525493,11.85191195,10.1084968,0.767242065,2.634218977,0.203487279,79.08217527,3.86208363,766.8640212,41.9592229,0.053894796,0.00092615,0.052909825,0.002038656,0.394968686,0.019502665,0.040550647,0.004810262,18.61131813,0.272226624,0.182582435,338.3881946,5.815002067,323.9180474,12.48081197,337.9926028,16.68931459,337.3846646,4.934905065,-0.117041574,,18.61131813,0.272226624,0.052909825,0.002038656,0.182582435,,,337.9926028,338.3881946,25
148,91500_30 µm - 19,291,267,30,25,125715.5619,7541.089219,13.79406938,8.706409063,3.999207812,0.528730244,113.544704,11.26948269,436029.4657,43218.27137,431400,41183.65321,2.123905988,0.10003894,0.132896677,0.034186338,0.355100239,0.060701219,0.179464139,0.029735855,1.764381359,0.142943848,0.650818073,0.066873066,8.876089529,0.478319364,3.664345394,0.343318076,20.69829001,0.940932668,4.847269941,0.454019255,51.1437356,2.112516045,10.50266087,0.470087088,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.104,1.175100175,40.40171333,3.89178083,3.729223995,0.368116819,2.181070076,0.213665566,20.91641885,2.140120902,62.9203381,6.587714934,0.178722018,0.002177124,0.074167939,0.002414832,1.837139649,0.059289999,0.132631632,0.01505231,5.596154999,0.061235762,0.033559645,1059.985866,12.91234498,1045.140834,34.02871005,1058.837921,34.17187128,1059.833299,11.59719481,-0.108415589,,5.596154999,0.061235762,0.074167939,0.002414832,0.033559645,,,1058.837921,1059.985866,25
