index,Sample,index_laser,index_sample,Spot Size (µm),Time (s),29Si,29Si 2sigma,31P,31P 2sigma,49Ti,49Ti 2sigma,89Y,89Y 2sigma,90Zr,90Zr 2sigma,91Zr,91Zr 2sigma,140Ce,140Ce 2sigma,146Nd,146Nd 2sigma,147Sm,147Sm 2sigma,151Eu,151Eu 2sigma,157Gd,157Gd 2sigma,159Tb,159Tb 2sigma,163Dy,163Dy 2sigma,165Ho,165Ho 2sigma,167Er,167Er 2sigma,169Tm,169Tm 2sigma,172Yb,172Yb 2sigma,175Lu,175Lu 2sigma,202Hg,202Hg 2sigma,204Pb,204Pb 2sigma,206Pb,206Pb 2sigma,207Pb,207Pb 2sigma,208Pb,208Pb 2sigma,232Th,232Th 2sigma,238U,238U 2sigma,206Pb/238U,206Pb/238U 2sigma,207Pb/206Pb,207Pb/206Pb 2sigma,207Pb/235U(calc),207Pb/235U(calc) 2sigma,208Pb/206Pb,208Pb/206Pb 2sigma,238U/206Pb,238U/206Pb 2sigma,Rho: 207/206 vs 238/206,206Pb/238U Age (Ma),206Pb/238U Age (Ma) 2sigma,207Pb/206Pb Age (Ma),207Pb/206Pb Age (Ma) 2sigma,207Pb/235U(calc) Age (Ma),207Pb/235U(calc) Age (Ma) 2sigma,238U/206Pb Age (Ma),238U/206Pb Age (Ma) 2sigma,Discordance (%),empty,238U/206Pb,238U/206Pb 2sigma,207Pb/206Pb,207Pb/206Pb 2sigma,Rho: 207/206 vs 238/206,C,O,207Pb/235U(calc) Age (Ma),206Pb/238U Age (Ma),Time (s)
149,91500_30 µm - 20,292,268,30,25,126596.0691,7613.507932,16.53354668,9.204742914,4.264010022,0.531095803,111.5628681,11.06005096,437293.4211,43331.29453,431400,41183.65321,2.119794621,0.103797829,0.167302015,0.0437082,0.297365069,0.066359778,0.188325008,0.030488836,1.692877278,0.139426875,0.660172966,0.06788247,8.753533783,0.448193432,3.553000503,0.330062963,20.36228919,0.935018818,4.791463707,0.450892191,49.88085668,1.993555697,10.21242865,0.462070883,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.678,0.844423987,39.69364738,3.814900591,3.637253434,0.358314411,2.144177062,0.211201005,20.77564602,2.127433109,62.1604827,6.508424582,0.178160479,0.002073097,0.073578723,0.0023998,1.817012497,0.058739683,0.13242342,0.015087578,5.614865963,0.060450409,0.270627518,1056.914094,12.29838143,1029.033614,33.56234404,1051.608947,33.99601056,1056.575738,11.37523774,-0.504479056,,5.614865963,0.060450409,0.073578723,0.0023998,0.270627518,,,1051.608947,1056.914094,25
150,91500_16 µm - 19,293,269,16,25,125804.0761,8603.844671,<35.868,24.23659536,3.760318073,1.120031463,174.243855,18.04697168,436225.6965,44140.61061,431400,41183.65321,1.865669913,0.1404782,0.264858107,0.096037745,0.585871538,0.183357647,0.312714896,0.078563662,3.124538429,0.388122971,1.097197619,0.133727872,14.31919557,1.030496084,5.531494934,0.563768392,31.85588248,2.030717239,7.313321324,0.758223498,75.26425088,4.08088185,15.17476767,0.902729335,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.769,3.85762948,38.69450999,3.937315516,3.702649236,0.403450311,2.223433114,0.242969584,21.62168937,2.282966395,57.27817615,6.217351401,0.180862596,0.003623424,0.077036866,0.003892105,1.91268159,0.111578103,0.141083695,0.016989263,5.552703324,0.102058289,0.320926121,1071.682007,21.47021024,1121.254487,56.64872722,1085.519944,63.32484004,1067.476417,19.62013994,1.274774948,,5.552703324,0.102058289,0.077036866,0.003892105,0.320926121,,,1085.519944,1071.682007,25
151,91500_16 µm - 20,294,270,16,25,127670.6787,8700.116096,<35.011,22.16647742,3.078313244,0.898291228,169.073953,17.54183589,436393.7903,44149.21038,431400,41183.65321,1.702936966,0.13267425,0.285072002,0.098979796,0.616208976,0.165140816,0.361305937,0.07584264,2.655290299,0.337639263,0.9727992,0.124905892,13.52324394,1.038028743,5.295860395,0.549298375,30.87182013,2.010146672,7.229893431,0.739807805,71.94980882,4.085782106,14.82251559,0.871171223,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.044,3.489343815,36.29373726,3.677705323,3.3929593,0.384953553,2.186554146,0.238762101,20.24895482,2.145419315,54.90756924,5.947550291,0.176005472,0.003559082,0.075108386,0.004009085,1.830742254,0.11524783,0.147670192,0.017750196,5.701666486,0.106636813,-0.014366821,1045.112017,21.13365863,1070.50698,57.14080807,1056.545773,66.51105963,1041.722656,19.48307289,1.08218278,,5.701666486,0.106636813,0.075108386,0.004009085,-0.014366821,,,1056.545773,1045.112017,25
152,Z_GJ1,295,271,30,25,135427.7404,9719.910235,34.12295246,12.78414215,2.896293719,0.441122109,197.7965274,13.24463984,439977.2734,26508.53819,431400,24689.38289,12.86168534,0.770688701,0.387198611,0.072147209,1.065076908,0.141413754,0.729089355,0.070397943,4.996541677,0.432151763,1.413285169,0.104015212,15.05925094,1.112266987,5.240258426,0.409551694,24.37407256,2.010516573,5.029665488,0.376662369,48.64616046,3.183274233,10.43200968,0.699912457,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.420,0.987912563,95.33225999,6.298970041,6.300587234,0.433235905,0.411078718,0.035060804,7.404038255,0.358057084,250.9849921,13.59616466,0.098283052,0.000880777,0.060222489,0.001307206,0.819816214,0.017976857,0.011558702,0.001279293,10.17761429,0.079925548,-0.094734136,604.3372026,5.415851849,610.613456,13.25414223,607.9459811,13.33098526,604.1716891,4.744604359,0.593601833,,10.17761429,0.079925548,0.060222489,0.001307206,-0.094734136,,,607.9459811,604.3372026,25
153,Z_GJ1,296,272,30,25,137017.1675,9816.259084,28.77970538,11.34680438,2.817391792,0.432926627,197.1212877,13.17768302,437848.8598,26295.7146,431400,24689.38289,12.92026261,0.764952237,0.388630011,0.062231666,1.030217745,0.13022029,0.708198796,0.068318644,5.032829037,0.420787676,1.420653884,0.106493262,15.11244503,1.11547255,5.240907288,0.408285533,24.53200513,2.042988975,5.091541398,0.383461623,48.2690255,3.203586993,10.26457159,0.689684384,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.480,1.111925181,95.35806192,6.29478366,6.327406044,0.434998284,0.391219499,0.032352773,7.389220584,0.357904332,251.1450602,13.62645409,0.09831824,0.000881093,0.06036601,0.001310321,0.821995378,0.018024641,0.010979315,0.001215168,10.17122253,0.079875353,0.035753966,604.543737,5.417702735,615.7557591,13.36576247,609.161138,13.35763111,604.5341014,4.747450409,0.757993363,,10.17122253,0.079875353,0.06036601,0.001310321,0.035753966,,,609.161138,604.543737,25
154,Z_GJ1,297,273,16,25,151672.2677,11235.00813,<49.827,39.37998951,3.331801136,1.010947587,193.1830173,13.2063708,438299.2641,26822.84976,431400,24689.38289,13.27613671,0.846113254,0.383427876,0.125061417,1.286468497,0.250819173,0.673267478,0.103725218,5.121888754,0.578189065,1.474455133,0.133821415,15.08403628,1.330717613,5.067772663,0.464223716,24.33789276,2.236228494,5.042090214,0.439566734,46.59584876,3.389924489,10.11077493,0.760980336,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.559,3.176524123,103.7886706,7.148870201,6.950887721,0.547909506,0.484394888,0.059479902,7.536456002,0.391674519,251.6384642,13.85604559,0.097960192,0.001440978,0.060932728,0.001322622,0.826580679,0.031010774,0.012491756,0.001382562,10.23048876,0.127293533,0.087552313,602.4418924,8.861822049,635.8996525,13.80301131,611.7132787,22.94960789,601.1903062,7.480350139,1.515642471,,10.23048876,0.127293533,0.060932728,0.001322622,0.087552313,,,611.7132787,602.4418924,25
155,Z_GJ1,298,274,16,25,154912.0431,11494.5919,<52.430,35.12923249,3.691844321,0.933229243,198.5778604,13.39236018,445351.8449,27231.67396,431400,24689.38289,13.4903139,0.859709225,0.521470984,0.165271606,1.149595996,0.24205688,0.753719463,0.11067252,5.128580454,0.626789991,1.409302808,0.129780441,15.4812236,1.387715336,5.388266159,0.469086954,24.94015448,2.269217604,5.127114701,0.45897109,47.5871387,3.46886456,10.12219291,0.746203109,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.647,3.555753086,105.4336326,7.159007117,7.011335265,0.539093551,0.474966111,0.061385215,7.798228189,0.403097113,254.7610405,13.92613249,0.09840678,0.001447548,0.060572669,0.001314807,0.824663257,0.030938839,0.012069753,0.001335855,10.19245625,0.126820311,0.177296642,605.0633891,8.900383838,623.1310864,13.52585333,610.6468377,22.90959829,603.3318263,7.506996145,0.914349867,,10.19245625,0.126820311,0.060572669,0.001314807,0.177296642,,,610.6468377,605.0633891,25
156,G_GSD_1G,299,275,30,25,264044.4022,32766.27169,978.8897728,303.8519131,7583.993962,938.9251277,41.98357568,5.201728946,43.19679924,5.202618744,42,5.160562273,42.07718022,5.012114593,45.04034494,5.408961958,49.18172568,6.140333092,41.69165944,5.197029474,51.27853725,6.46113004,47.88581273,5.846017652,52.28708341,6.513954684,50.16135289,6.349608181,41.14222351,5.446147849,50.81647384,6.349498339,52.10602753,6.355737699,51.96180157,6.293975214,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,45.98493041,5.991903393,55.55204436,6.735815299,48.96881059,5.958004779,50.30181661,6.07490486,45.25991553,5.100208123,41.74256193,4.828852078,0.344146985,0.005001814,0.802114739,0.019726814,38.23632012,0.952202322,2.424103765,0.270391891,2.912263727,0.041759068,0.382312187,1906.582984,27.7101744,4924.862959,121.1196475,3726.053074,92.79021568,1902.881936,27.2855016,48.83102987,,2.912263727,0.041759068,0.802114739,0.019726814,0.382312187,,,3726.053074,1906.582984,25
157,G_GSD_1G,300,276,16,25,283988.7866,47877.19237,1130.492444,399.9109692,7429.668261,1217.099077,40.30426212,6.964201143,39.88993151,6.550187449,42,6.506277432,41.10373372,6.727021444,44.5429328,7.011373785,48.25144324,7.510446254,40.027082,5.851732327,48.48914324,7.761243298,46.32681243,6.810895406,53.53745111,7.997123633,48.30928253,7.451623401,38.04082572,6.008899629,48.55812969,7.089443831,48.79094772,7.410050696,50.51697483,7.109457125,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,46.59502132,11.86626235,59.71236133,8.569484281,52.38402639,7.89766599,54.1091883,8.127026028,44.38374182,6.65214383,43.1564586,6.638795461,0.327973681,0.008741253,0.797712829,0.024687606,36.10299884,1.551738787,2.422668079,0.273083698,3.077155793,0.078105123,0.354586486,1828.547014,48.7349838,4917.025046,152.172023,3669.288022,157.709241,1813.976079,46.04278574,50.16616294,,3.077155793,0.078105123,0.797712829,0.024687606,0.354586486,,,3669.288022,1828.547014,25
158,G_NIST610_Jochum,301,277,30,25,321731.2316,25992.19184,400.1653283,118.0088225,451.9126864,35.94349556,468.7396358,36.23393278,452.8750563,32.51802237,448,31.17691454,454.369155,31.94719748,434.2234907,30.66712714,457.3736236,35.77554455,452.9794417,36.61677824,459.1848667,37.51621773,446.7572935,34.61635297,445.0193405,35.31515694,457.9329769,38.52368057,463.1924022,41.16510585,442.4205825,36.13328544,460.8885284,34.51592725,449.8583435,34.04710241,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,425.7260573,30.15839689,423.0789219,32.20914419,422.7117922,32.42317061,423.1494041,31.93234566,463.224551,28.59886817,458.8718569,30.80054612,0.237932805,0.003486651,0.909311243,0.020521669,29.97501118,0.741874852,2.678731279,0.298014541,4.205216888,0.058051636,0.291958626,1375.937057,20.16288756,5102.789861,115.1616321,3485.994084,86.27757733,1375.244739,18.9848012,60.5295642,,4.205216888,0.058051636,0.909311243,0.020521669,0.291958626,,,3485.994084,1375.937057,25
159,G_NIST610_Jochum,302,278,16,25,332393.2975,26853.56442,424.7877203,125.26997,467.4451604,37.17889219,463.3814362,35.81973985,448.836456,32.22803666,448,31.17691454,455.218465,32.00691341,429.1128893,30.30618982,446.5615034,34.92982572,443.7224808,35.86848802,441.3952319,36.06277303,428.2264734,33.18051875,430.4794524,34.16132297,442.2333152,37.20294417,451.6130428,40.13601826,421.3139975,34.40947264,441.8816231,33.09250072,433.422281,32.8031546,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,443.6406586,31.42746569,433.3073077,32.98783473,436.4579713,33.4775408,433.9229029,32.74535185,455.5183217,28.12309581,469.0777486,31.4855893,0.218528611,0.005000471,0.915264547,0.022018751,27.58624772,1.129991515,2.671464308,0.297535784,4.601188728,0.097603427,-0.068456634,1274.091626,29.15434109,5112.009069,122.9808981,3404.50447,139.4557608,1267.774703,26.89286692,62.57629744,,4.601188728,0.097603427,0.915264547,0.022018751,-0.068456634,,,3404.50447,1274.091626,25
160,Z_Plesovice,318,294,30,25,136635.3293,9813.518427,309.8068087,91.1054787,62.83669558,4.663461535,368.5340018,24.60167353,435631.9308,26129.14162,431400,24676.41845,3.349259187,0.225560615,3.534646785,0.291967829,3.200418684,0.289650399,0.88572964,0.0893185,11.24562496,0.867272098,3.834685393,0.26796546,41.51977555,2.962675505,10.84266454,0.827521793,41.70971293,3.414736681,6.647962843,0.491895229,47.3692996,3.111259577,6.73109393,0.455696883,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.558,0.94822537,113.5524926,7.465178711,6.920380991,0.472019813,2.054814809,0.143230769,67.26616639,3.212357605,578.9254882,31.41654699,0.050736996,0.000532515,0.05556932,0.00154299,0.390806561,0.010894734,0.048533615,0.00554577,19.70882982,0.18805387,0.29211832,319.0437755,3.348557393,434.2073997,12.05661317,334.9585067,9.337826273,319.0541055,3.044288255,4.75125452,,19.70882982,0.18805387,0.05556932,0.00154299,0.29211832,,,334.9585067,319.0437755,25
161,Z_Plesovice,319,295,30,25,135951.3943,9719.15996,247.0963238,72.98325393,54.32641442,4.07588663,285.6950494,19.15738726,441111.9688,26554.7803,431400,24676.41845,1.462374572,0.101408644,0.876902904,0.108767489,1.644277362,0.175618577,0.452985845,0.048909956,7.039751895,0.564295995,2.643725035,0.186748341,30.70657558,2.224480947,8.322373068,0.641012907,32.38909077,2.659383188,5.354056318,0.399856576,37.88881584,2.535675767,5.270162696,0.359918025,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.432,1.081389174,94.00320375,6.235786038,5.583637439,0.389726353,1.234827045,0.087943274,40.97231001,1.950095978,468.2822994,25.51001249,0.052154695,0.000672789,0.054053768,0.001566801,0.390901134,0.011800716,0.035158788,0.004044505,19.18052552,0.226913512,-0.000733244,327.7356644,4.227746639,372.2853371,10.79104898,335.0275488,10.11397706,327.6224376,3.875908286,2.17650294,,19.18052552,0.226913512,0.054053768,0.001566801,-0.000733244,,,335.0275488,327.7356644,25
162,Z_Plesovice,320,296,16,25,149931.5076,11140.62555,531.32017,159.0555274,79.99866252,6.856611688,529.8147761,35.82196888,439960.0569,26763.17707,431400,24676.41845,1.979062148,0.176894895,1.913259771,0.298948985,3.744571945,0.463056893,0.840921804,0.136370936,13.41494162,1.192607495,5.056046229,0.383985401,56.86478812,4.215322764,15.7014386,1.265192342,60.32303175,5.139442307,9.837994668,0.779088296,67.52114817,4.739724897,9.651356177,0.723626826,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<4.966,3.920497596,152.2931351,10.28648964,8.931748232,0.674121437,2.163201671,0.177175609,65.07287869,3.175816002,668.5564667,36.54596298,0.054270938,0.000966919,0.053460972,0.002191896,0.401311004,0.020382159,0.038086841,0.004639727,18.48798687,0.278638719,0.260985247,340.6885424,6.069880238,347.4021305,14.24346475,342.5986469,17.40022067,339.5770645,5.117881077,0.557534157,,18.48798687,0.278638719,0.053460972,0.002191896,0.260985247,,,342.5986469,340.6885424,25
163,Z_Plesovice,321,297,16,25,157136.9092,11730.95465,386.2612335,118.4331514,61.01847684,5.63573346,370.503696,25.25289533,446703.5285,27320.09384,431400,24676.41845,1.510928995,0.151150034,1.084335281,0.232601968,2.019151493,0.328445659,0.556699294,0.101735913,9.216701255,0.9348986,3.369135525,0.267467326,39.24915383,3.114147657,10.86723492,0.902290005,42.02378337,3.647842285,7.079758508,0.601091568,49.09948625,3.620423368,7.300944118,0.56876253,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.155,4.323597601,111.7896843,7.613716921,6.515867059,0.52866019,1.482335606,0.128162267,42.36341115,2.053062049,490.5482643,26.84412271,0.054208733,0.000985278,0.053108128,0.00243537,0.400664507,0.022749062,0.035609653,0.00443859,18.50708957,0.285163878,0.11095691,340.3081809,6.185316946,332.4069651,15.24312969,342.1300904,19.4255754,339.2356217,5.227064199,0.532519534,,18.50708957,0.285163878,0.053108128,0.00243537,0.11095691,,,342.1300904,340.3081809,25
164,91500_30 µm - 21,322,298,30,25,126548.3532,7666.062836,<11.257,8.167828846,4.159645491,0.591176107,115.2124208,11.42755447,440212.7313,43671.32204,431400,41183.65321,2.167918641,0.100582412,0.154712771,0.04145816,0.333728247,0.058985968,0.184507624,0.031523431,1.714079322,0.141618674,0.659978544,0.068684107,8.88095091,0.43672489,3.712794438,0.349994334,20.38953206,0.985822416,4.997882562,0.471185769,51.82769798,2.124782541,10.74004744,0.485641457,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.109,1.060418733,41.27783189,3.984658521,3.87907884,0.38501576,2.250199337,0.222316107,21.50335,2.200824544,64.24068673,6.730345886,0.179334834,0.002142543,0.075453714,0.002517363,1.875044614,0.060417903,0.13360385,0.015247211,5.580753881,0.059748495,0.299676892,1063.336468,12.70385538,1079.717741,36.02262926,1072.313897,34.55222143,1062.529762,11.37562336,0.837201604,,5.580753881,0.059748495,0.075453714,0.002517363,0.299676892,,,1072.313897,1063.336468,25
165,91500_30 µm - 22,323,299,30,25,126293.4687,7629.591493,<12.391,7.161699496,4.410932958,0.562632917,114.8027617,11.38214251,437244.4669,43320.22705,431400,41183.65321,2.140970764,0.093185576,0.190012787,0.040992705,0.364568716,0.061500958,0.170031676,0.028848253,1.847509227,0.15006484,0.670460392,0.068824175,8.874865713,0.474774883,3.729265984,0.347014705,20.9532404,1.037614147,4.845025749,0.458865379,51.6757657,2.09417779,10.45541697,0.476405226,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.429,1.093961553,41.01567279,3.938401081,3.843200229,0.38304732,2.19379582,0.214588369,21.3088941,2.183963347,64.07258513,6.711027349,0.178526719,0.002089955,0.075243591,0.002589461,1.863160412,0.063711914,0.131117103,0.014895203,5.603576912,0.060012942,0.142456817,1058.917692,12.39640979,1074.119791,36.96515761,1068.108039,36.52461013,1058.538745,11.33669171,0.860432359,,5.603576912,0.060012942,0.075243591,0.002589461,0.142456817,,,1068.108039,1058.917692,25
